Name,Reviews_Count,Followers,Rating,Review,Processed_Review,Sentiment,Issue_Category,Topic
Himanshi,0 reviews,0 Followers,5.0,Asif shaikh was very excellent in the service and overall it’s the best experience,asif shaikh excellent service overall best experience,Positive,Service,Service
Dhruv Gulati,0 reviews,0 Followers,5.0,Asif shaikh was very polite and humble person,asif shaikh polite humble person,Negative,Service,Service
Lokashi Singh,0 reviews,0 Followers,5.0,Great service by Mr Asif,great service mr asif,Positive,Service,Service
Aditi,0 reviews,2 Followers,5.0,Very tasty coffee. Asif was very helpful in guiding us with the menu helping us make the right choice,tasty asif helpful guiding us menu helping us make right choice,Positive,Food Quality,Location
Navika !,0 reviews,0 Followers,5.0,"Love the service, prabhav and aasif specially",love prabhav aasif specially,Positive,General,Timing
Harshini Sreedhara,0 reviews,0 Followers,5.0,"Asif Shaikh was my waiter he gave me amazing service, good coffee better than Starbuck or third wave. A good vibe place",asif shaikh waiter gave amazing good coffee better starbuck third good vibe place,Positive,"Service, Food Quality, Location",Service
Arnav Abhyankar,0 reviews,1 Followers,5.0,Very good coffee menus and excellent host Mr Asif ji.,good coffee menus excellent host mr asif,Positive,Food Quality,Service
Cannonball Zee,0 reviews,0 Followers,5.0,Asif sheikh and team is very hardworking and is very helpful,asif sheikh team hardworking helpful,Neutral,General,Service
Ami,0 reviews,0 Followers,5.0,Very good coffee and great service by Asif Sheikh,good coffee great service asif sheikh,Positive,"Service, Food Quality",Service
Shria Bookseller,0 reviews,0 Followers,5.0,wonderful service provided by asif!! And the food was good too!!,wonderful service provided food good,Positive,"Service, Food Quality",Service
Yuval Jhaveri,0 reviews,0 Followers,5.0,nice food and good service by asif,nice food good service asif,Positive,"Service, Food Quality",Service
Yuvraj Shah,0 reviews,35 Followers,5.0,"Really good coffee and something unique with a South Indian taste, great service by Asif shaikh. A fun vibe and good pricing.",really good coffee something unique south indian great service asif fun vibe good,Positive,"Service, Food Quality",Service
Rohan,0 reviews,1 Followers,5.0,Excellent service by Asif sheikh! Thanks asif,excellent service asif thanks asif,Positive,Service,Service
Niah,0 reviews,0 Followers,5.0,Asif shaikh amazing service,asif shaikh amazing service,Positive,Service,Service
WellWisher,0 reviews,36 Followers,5.0,"Asif shaik you are best host, i and my friend sam had come to take just filter coffee but his service and way of talking was really nice, took another cup of coffee. Best team work✨👍",asif shaik best friend sam come take filter coffee service way talking really took another cup best team,Positive,"Service, Food Quality",Service
Mihir Grover,0 reviews,0 Followers,5.0,Asif Shaikh ji was amazing and accompanied all our requests diligently.,asif shaikh ji amazing accompanied requests,Positive,General,Service
Aryan Kulkarni,0 reviews,0 Followers,5.0,Asif was extremely helpful and the food was excellent.,asif extremely helpful food,Negative,Food Quality,Service
Kaunchi Jain,0 reviews,0 Followers,5.0,Asif was extremely helpful and the service along with the food was exquisite.,asif extremely helpful service along food,Negative,"Service, Food Quality, Timing",Service
Meesha Bakhru,0 reviews,3 Followers,5.0,Perfect coffee..amazing service..Mr asif went out of his way to arrange the banana chips for me and served us very well,perfect asif went way arrange banana chips served us well,Positive,General,Location
Soumya Radhakrishnan,0 reviews,0 Followers,5.0,ASIF SHAIKH is one of my fav ..give the best service all the time,asif shaikh one fav best service time,Positive,Service,Service
Mridul Khaitan,0 reviews,0 Followers,5.0,A cozy place to have fun with friends. Amazing service. Enjoyed being served by Asif Shaik . Would recommend coming here,cozy place fun amazing enjoyed served asif shaik would recommend coming,Positive,Location,Service
Khushi,0 reviews,2 Followers,5.0,Asif shek was really polite about the order nice ambiance amizing place,asif shek really polite order nice ambiance amizing place,Positive,"Service, Location",Service
Tanya Wasir,0 reviews,9 Followers,5.0,The South Indian frappe is so good! Asi was very kind and helpful.,south indian frappe asi kind,Positive,General,Food
Manan Sanganeria,0 reviews,0 Followers,5.0,Asif really served us well,asif really served us well,Positive,General,Service
Tanvi Killa,0 reviews,0 Followers,5.0,Asif - amazing service,asif amazing service,Positive,Service,Service
Delrish,0 reviews,0 Followers,5.0,Asif’s service was great!!,service,Neutral,Service,Service
Vaishnavi,0 reviews,0 Followers,5.0,"Nice place, great experience , Asif did a great job",nice great experience asif great job,Positive,General,Service
Yashvika Mehrotra,0 reviews,0 Followers,5.0,"Had the most amazing time at Ettarra. Love the vibes, the hot chocolate and the hospitality. Mr Asif helped me have a delightful experience.",amazing time love hot chocolate mr asif helped delightful,Positive,General,Location
Jaya Chandawat,0 reviews,0 Followers,5.0,Asif Shaikh is really sweet. He served us well :),asif shaikh really served us well,Positive,General,Service
Pratyush,0 reviews,0 Followers,5.0,"It was lovely having coffee here and especially Asif served us with a smile, always!",lovely coffee especially asif served us,Positive,Food Quality,Location
Saisha Matta,0 reviews,0 Followers,5.0,Asif shaik is a really sweet person he helped us on our visit. Do check out the place highly recommended,asif shaik really sweet person helped us check place highly recommended,Positive,Location,Service
Fenila Gala,0 reviews,98 Followers,5.0,Lovely place n very good options for coffee lovers ..,lovely place n good options coffee lovers,Positive,"Food Quality, Location",Service
Malav Vinay Mehta,0 reviews,0 Followers,5.0,yummm,yummm,Neutral,General,Location
Vidhi Mody,0 reviews,1 Followers,5.0,"Asif shaikh was too kind and sweet, such Hearst service, always a great experience.",asif shaikh kind hearst always great,Positive,General,Service
Vinsu,0 reviews,0 Followers,5.0,Service from Asif was brilliant,service asif brilliant,Positive,Service,Service
Nilay Bagadia,0 reviews,93 Followers,5.0,"Great service from Asif and as always, perfect coffee and snacks! Absolutely reasonable and highly recommended!",great service asif perfect coffee absolutely reasonable highly,Positive,"Service, Food Quality",Service
Misba Khan,0 reviews,0 Followers,5.0,One of the amazing place to hangout with frnds……ASIF SHAIKH is the best and make sure to give his best service all the time ……thanks alot fr the best servive,one amazing place hangout shaikh best make sure give best service time alot fr best servive,Positive,"Service, Location",Service
Kasturi,0 reviews,0 Followers,5.0,one of my favorite 😍 ASIF SHAIKH always make sure to give his best sevice.....feel like home ❤️,one favorite asif shaikh always make sure give best like home,Positive,General,Food
Vrushti Shah,0 reviews,1 Followers,5.0,"The coffee and vibe over here is amazing. The service by Asif was too good. + I had the kappicuino which tastes really good.
The kaccha nimbu tart is a must try.",coffee vibe service asif kappicuino tastes really kaccha nimbu tart must,Positive,"Service, Food Quality",Service
Sonia Shah,0 reviews,0 Followers,5.0,"Love everything about this place! Asif Shaikh made us feel comfortable and suggested amazing things to try from the menu! A must visit, very rare cafe’s like this exist in mumbai!!",love everything asif shaikh made us feel comfortable suggested amazing things try must rare like exist,Positive,General,Service
Anupam Shukla,0 reviews,0 Followers,5.0,Really good experience at ettarra. Asif served us really nice coffee.,really good experience asif served us really nice,Positive,General,Service
Saksham Sandhu,0 reviews,0 Followers,5.0,"Asif sheikh was a great host, would recommend",asif sheikh great would recommend,Positive,General,Service
Mahek Shah,0 reviews,0 Followers,5.0,Asif Shaike here is really a great help ! Gave such good coffee recommendations and was really sweet overall!!,asif shaike really great help gave good coffee recommendations really sweet,Positive,Food Quality,Service
Tanvee,0 reviews,0 Followers,5.0,The amazing coffee with even better service impressed us the most. Special mention to Asif for his recommendations and service!,amazing coffee even better service impressed us special mention asif recommendations,Positive,"Service, Food Quality",Service
Mayuri Srivastava,0 reviews,0 Followers,5.0,Asif Shaikh served us well. The vanilla praline frappe was really good!,asif shaikh served us vanilla praline frappe really,Positive,General,Service
Ajay Bhuta,0 reviews,0 Followers,5.0,Asif shaikh gave us excellent service. we were more than satisfied.,asif shaikh gave us excellent,Positive,General,Service
OJAS THANVI,0 reviews,0 Followers,5.0,amazing,amazing,Positive,General,Service
Siddhantrajdir,0 reviews,1 Followers,5.0,Chivalry!,,Neutral,General,Location
Bhavya Anand,0 reviews,0 Followers,5.0,Thanks to Asif for catering us so well! Really loved the coffee and service here,thanks asif catering us really loved coffee service,Positive,"Service, Food Quality",Service
Krishna,0 reviews,0 Followers,5.0,ambience are amazing and good service by Vikas food was great thanks 🙏@vikas for suggest food and beverage,ambience amazing good service vikas food great thanks suggest food beverage,Positive,"Service, Food Quality, Location",Service
Jubin Shah,0 reviews,4 Followers,5.0,"Food was great and services were excellent by vikas kamat, i’d love to visit again…",food great services excellent vikas love visit,Positive,"Service, Food Quality",Service
Vicky Rathour,0 reviews,0 Followers,5.0,it was great experience with Ettara cafe servise was very good and amezing food . thank you so much vikas kamat ji for giving us a wonderful memories. will definitely visit again.,great experience ettara cafe servise good amezing food thank much vikas kamat ji giving us wonderful definitely visit,Positive,Food Quality,Service
Abuzar Jorden Khan,0 reviews,2 Followers,5.0,"i would like to give a 5 star for the service and food ,thank you Vikas Kamat ji for serving me baked pav bhaji
iced americano ,your service was great and the food was just awesome ,my friend was super impressed by the food and service",would like give star service food vikas kamat ji serving baked pav bhaji iced americano service great food awesome friend super impressed food service,Positive,"Service, Food Quality",Service
Yug Verma,0 reviews,8 Followers,5.0,"serving cup not good. the coffee spilled while drinking. at that price point, a better cup is expected.",serving cup coffee spilled price better cup,Positive,Food Quality,Food
Naishar Shah,0 reviews,0 Followers,5.0,"Finally a cafe where you get perfect coffee , service and food as well.loved the dosa , pasta and iddli. Thanks ab ❤️",finally cafe get perfect coffee service food dosa pasta thanks ab,Positive,"Service, Food Quality",Service
Esha Kori,0 reviews,0 Followers,5.0,An amazing place to just unwind.,amazing place,Positive,Location,Service
Rupal Vyas,0 reviews,25 Followers,5.0,You won’t find a coffee range like this place and the overall experience has been the most unique. They serve bana chips for you to munch on while you wait for your coffee. The most unique has to be that they bring a sample of your order for you to customise it future if needed. Can’t get enough of it,find coffee range like place overall experience serve bana chips munch wait unique bring sample order customise future get enough,Positive,"Food Quality, Location",Service
Shreyas Sanil,0 reviews,44 Followers,5.0,"Amazing coffee, bakery items and even better ambience. We had the pleasure of being served by AB, and going ahead with his suggestions honestly took the experience to another level. Definitely my new spot for the weekends",amazing bakery items even better pleasure served going ahead suggestions honestly took experience another definitely new spot weekends,Positive,General,Food
Haniz,0 reviews,0 Followers,5.0,"It is a place that feels like home,
Can’t recall the no. Of times i had coffee here ,
Best place to come in eve",place feels like recall times coffee best place come eve,Positive,"Food Quality, Location",Service
Nitin Agarwal,0 reviews,0 Followers,5.0,"IMO, they make & serve one of the best filter coffee & many other variants. i prefer Ettarra coffees over other standard chains",make serve one best filter coffee many prefer ettarra coffees standard chains,Positive,Food Quality,Location
Jams Sparrow,0 reviews,2 Followers,5.0,Great coffee and great packaging,great coffee great packaging,Positive,Food Quality,Location
Kanishka Sikri,0 reviews,1 Followers,5.0,,nan,Neutral,General,Food
Aashit Garodia,0 reviews,0 Followers,5.0,"Had our life's worst experience here,
(you can find the video here: https://tinyurl.com/4mwfaybs)

we had ordered Veg Soya Keema Pav while confirming it's a vegetarian dish, infact at the very start of our order I had informed we're pure vegetarians. The dish came, my friend took a bite and suspected it to be non veg so he immediately asked the staff to check if it is non veg, the staff went inside, checked the system & confirmed again it is vegetarian. We ate the dish, after which my friend once again asked a different staff if it was a vegetarian dish, to our shock he showed us his tablet which showed it was a non veg dish. We literally couldn't process what had just happenend. Me & my...read more",worst experience find video ordered veg soya keema pav confirming vegetarian infact start order informed pure dish friend took bite suspected non veg immediately asked staff check non staff went checked system confirmed ate friend asked different staff vegetarian shock showed us tablet showed non veg literally process,Negative,Service,Food
Prashant Pallath,0 reviews,173 Followers,5.0,always excellent coffee.,always excellent,Positive,General,Service
Snehal,0 reviews,0 Followers,5.0,"IN LOVE WITH THIS BRAND, CUTEST COFFEESHOP IN BOMBAY",love cutest coffeeshop bombay,Positive,Food Quality,Timing
Dilip Panjabi,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Mihir Moharil,0 reviews,1 Followers,5.0,"Ettarra Coffee House is a beautiful homage to the quintessential Indian coffee drink - the filter kaapi (and so much more). The ambience is great, the staff is friendly and the menu is diverse, where there is something for everyone. Being open 24/7 makes it even better.",ettarra coffee house beautiful homage quintessential indian coffee drink filter kaapi much ambience staff friendly menu something open makes even,Positive,"Service, Food Quality, Location",Food
Sheeju Mathews,0 reviews,0 Followers,5.0,it was awesome quality and also the complimentary bana chips was icing on the cake,awesome quality also complimentary bana chips icing cake,Positive,General,Food
Barkha Kansara,0 reviews,0 Followers,5.0,"Perfect place for coffee lovers .. I always love the ambiance,staff and coffee",perfect place coffee lovers always love coffee,Positive,"Food Quality, Location",Service
Aniket Sritava,0 reviews,7 Followers,5.0,"dope coffee, great ambience, Asif Shaikh was the best person in the staff who recommend great coffee!!",dope great asif shaikh best person staff recommend great,Positive,Service,Service
Manan,0 reviews,0 Followers,5.0,Asif was very courteous and helpful. He made sure everything was as per our convenience and liking.,asif courteous made sure everything per convenience,Positive,General,Location
Pranave Nanda,0 reviews,412 Followers,5.0,"A good place to hangout in Juhu for a beverage or two. Although the filter coffee could be much better, the hot chocolate and every other drink are just great!

The complimentary banana chips they serve are just ♥️",good place hangout juhu beverage although filter coffee could much hot chocolate every drink complimentary banana chips serve,Positive,"Food Quality, Location",Food
Shivani,0 reviews,93 Followers,5.0,"Ordered an americano, which was pretty good. They also gave me a box of banana chips ( v good quality ) complimentary, which was really sweet of them even tho my bill after discount was just around ₹140.",ordered pretty also gave box banana chips v good quality really sweet even tho bill discount around,Positive,General,Service
Kalavati Kotian,0 reviews,0 Followers,5.0,Very refreshing experience in all weather friendly place and staff ever ready to assist and your needs,refreshing experience weather friendly place staff ever ready assist needs,Positive,"Service, Location",Location
Ash Punja,0 reviews,0 Followers,5.0,Variety of coffee is excellent and great service with a smile 😊,variety coffee excellent great service smile,Positive,"Service, Food Quality",Service
Vinod,0 reviews,0 Followers,5.0,Awesome 👍,awesome,Positive,General,Service
Shlisha Devadiga,0 reviews,68 Followers,5.0,The food here is absolutely delicious! Every dish we tried was bursting with flavor and cooked to perfection.,food absolutely every dish tried bursting flavor cooked,Positive,Food Quality,Service
Chandra Vasant,0 reviews,0 Followers,5.0,❤️Best place to enjoy Filter coffee❤️,place enjoy filter,Positive,Location,Location
Jenil Shah,0 reviews,2 Followers,5.0,Best South Indian Filter Coffee I've had. Been to ettarra in person thrice and had tried different kinds of coffee each time. Never disappointed! I hope this stays the same. Will continue visiting ettarra and try the entire menu.,best south indian filter coffee ettarra person thrice tried different kinds coffee never hope stays continue visiting ettarra try entire,Positive,Food Quality,Food
Arjun,0 reviews,3 Followers,5.0,"fav cafe!!! Asif my g, thank you!",fav asif thank,Neutral,General,Service
Pratik,0 reviews,115 Followers,5.0,"One of the best coffee places to enjoy. Day or night, this place is best to chill and enjoy good coffee or food.",one best coffee places day place best chill enjoy good coffee,Positive,"Food Quality, Location",Service
Zenith,0 reviews,0 Followers,5.0,Asif shaikh made the perfect coffee. Order from him.,asif shaikh made perfect order,Positive,General,Service
Malaika Mirchandani,0 reviews,1 Followers,5.0,I have ordered this before and it was so bad today it was very watery and I was not able to have it as it was just icy no taste. Pathetic. For the sake of the cafés reputation I’m requesting a refund.,ordered bad today watery able icy sake cafés reputation requesting,Negative,General,Food
Sparsh Khandelwal,0 reviews,0 Followers,5.0,Asif Sheikh is a very humble and cooperative server,asif sheikh humble cooperative server,Negative,General,Location
Rishabh Rajpurohit,0 reviews,0 Followers,5.0,Great service by Asif shaikh,great service asif shaikh,Positive,Service,Service
Khilee,0 reviews,1 Followers,5.0,I have been here numerous times and Asif has always been of great customer service. He has always gone above and beyond to ensure our order is perfect and the way we like. The South Indian frappe is a must have and the coffee always tastes premium. Make sure to enjoy the free banana chips ;),numerous times asif always great customer always gone beyond ensure order perfect way south indian frappe must coffee always tastes make sure enjoy free banana chips,Positive,Food Quality,Location
Rachna,0 reviews,0 Followers,5.0,love the food coffee sevice cutlery,love food coffee sevice cutlery,Positive,Food Quality,Service
Tanish,0 reviews,1 Followers,3.0,"Was accompanied by Mr.Asif sheik, great service amazing cafe mocha",accompanied great service amazing cafe mocha,Positive,Service,Service
Manuja,0 reviews,3 Followers,3.0,Free refill of chips was the best part. Asif Sheikh helped us with great service.,free refill chips best asif sheikh helped us great,Positive,General,Location
Khushboo Ratnani,0 reviews,2 Followers,3.0,"Many stories with the place,,,,, it has this unexplained vibe which attracts me everytime and to be specific, I have got all my special friends to visit her",many stories unexplained vibe attracts everytime got special friends visit,Positive,General,Food
Renu Joshi,0 reviews,1 Followers,3.0,You forgot to send sugar with coffee/the rest of your coffee is good,forgot send sugar rest coffee good,Positive,Food Quality,Service
Sharmila,0 reviews,1 Followers,3.0,The filter coffee was brilliant and so were snacks. We had the drizzled paparoti and Nutella Berliner which were lip smacking good. They serve complimentary banana chips which were one of the best I have had in a while. Asif Sheikh- our server was very courteous.,filter coffee brilliant drizzled paparoti nutella berliner lip smacking serve complimentary banana chips one best asif server,Positive,Food Quality,Location
Archis,0 reviews,0 Followers,5.0,"One of the best places to go to, for a vibe, indie music, and some of the most amazing coffees. If you do come here do try the tarts.",one best places go indie amazing come try,Positive,Location,Service
Akash Negandhi,0 reviews,11 Followers,5.0,Enjoyed the whole experience! Special mention to Asif for catering us,enjoyed whole special mention asif catering us,Positive,General,Service
Puneet,0 reviews,0 Followers,5.0,great service by ab,great service ab,Positive,Service,Service
Jenil,0 reviews,0 Followers,5.0,"Food is amazing also people are kind , has a friendly environment",food amazing also people kind friendly environment,Positive,"Service, Food Quality",Timing
Purvi Tibrewal,0 reviews,0 Followers,5.0,"Fantastic experience, I have been visiting since the last two years. Love the hazelnut frappuccino. And of course, the banana chips here.. my favourite go to place",fantastic visiting since last two love hazelnut banana chips favourite go place,Positive,Location,Location
Priyank Chaudhary,0 reviews,75 Followers,4.0,"Thank you AB for the amazing service and suggestions, you have always have been a wonderful host here !!!",thank ab amazing service always wonderful host,Positive,Service,Service
Bhavika Moorjani,0 reviews,1 Followers,4.0,"Excellent Coffee shop,loved the service by Ab... the Staff is very humble
Coffee ☕ is outstanding
baked Vada pav is very good
the best part is the chips which they serve with Coffee
highly recommend this place for all Coffee lovers",excellent coffee service staff humble coffee outstanding baked vada pav good best part chips serve coffee highly recommend place coffee lovers,Positive,"Service, Food Quality, Location",Service
Devansh Kanungo,0 reviews,1 Followers,4.0,,nan,Neutral,General,Food
Vishal,0 reviews,0 Followers,4.0,Feedback for the store. : The Vada pav is good but the packaging is flawed. The steam from the Vada pav makes the pav soggy by the time it reaches u. So the packaging needs small holes to let the steam out similar to what domino’s pizza boxes have.,feedback vada pav good packaging steam vada pav makes pav soggy time reaches packaging needs small holes let steam similar pizza boxes,Positive,General,Food
Vedika Jain,0 reviews,0 Followers,4.0,,nan,Neutral,General,Food
Disha Chellani,0 reviews,0 Followers,5.0,,nan,Neutral,General,Food
Payal Hirani,0 reviews,46 Followers,5.0,superb coffee...great staff...they give u taste which again is a great idea ...love their papa roti must try,superb give u taste great idea papa roti must try,Positive,General,Timing
Hiten Rajpurohit,0 reviews,0 Followers,5.0,thank you for the chips,thank chips,Neutral,General,Food
Nayaan N Kedia,0 reviews,0 Followers,5.0,Visited place seeing the reviews with lot of excitement but came to my surprise that they do not have proper seating arrangement inside. it seems they only have 2 tables inside and when asked why they were impolite in saying we only have outside seating in the noise. I am sure the food would be delicious but sadly i couldn't get that chance of rather the experience wasn't friendly hence 0.,visited place seeing reviews lot excitement came surprise proper seating arrangement seems tables inside asked impolite saying outside seating sure food would delicious sadly get chance rather experience friendly hence,Positive,"Service, Food Quality, Location",Food
Gaurav Lalwani,0 reviews,0 Followers,5.0,"The burliner was amazing and kema pav was very delicious
And specially the service was very good by av",burliner amazing kema pav delicious specially service good av,Positive,"Service, Food Quality",Location
Bobby Bhaiya,0 reviews,0 Followers,5.0,"Classy, decent and music vibe is excellent. Special mention , a smiling Allah Baksh . Must visit for variety of delicacies. Juhu in the backdrop.",decent music vibe special mention smiling allah baksh must visit variety juhu,Positive,General,Service
Bimal Mehta,0 reviews,0 Followers,5.0,Excellent coffee lovely ambience n friendly staff . It’s a great place to chill n enjoy ur coffee.,excellent coffee lovely ambience n friendly staff great place chill n enjoy ur,Positive,"Service, Food Quality, Location",Location
Rahul Dasgupta,0 reviews,304 Followers,5.0,"Placed in the lobby of Juhu Residency hotel, Ettarra serves excellent coffee. We had the flat white, and the filter coffee, and both were simply amazing. The banana chips are a nice touch. The servers were very nice and helpful.",placed lobby juhu residency ettarra serves excellent flat filter simply banana chips nice servers nice,Positive,Location,Food
Rina Guha,0 reviews,1 Followers,5.0,,nan,Neutral,General,Food
Vaishali Morzaria,0 reviews,3 Followers,5.0,"Loved their frappe and even hot chocolate!
And yes - the vadapav! :)",loved frappe even hot yes,Positive,General,Food
Shubham Chanani,0 reviews,0 Followers,5.0,"So we were having coffee and some snacks at night around 1 and one of the staff called dhruv came and took away our chips while we were eating, without asking us. This behaviour is not acceptable i even told the manager that time but no action has been taken since , ettara used to be my go to place for coffee at night but since the staff has been changed it has become terrible. Please get back the old staff which used to be at night. Before the staff change it was a very nice place to hang out at night.",coffee snacks night around one staff called dhruv came took away chips without asking behaviour acceptable even told manager time action taken since ettara used go place coffee night since staff changed become please get back old staff used staff change nice place hang,Positive,"Service, Food Quality, Location",Location
Rina Guha,0 reviews,1 Followers,5.0,,nan,Neutral,General,Food
Shantanu Mishra,0 reviews,0 Followers,5.0,Great food and service. and AB rocks,great food ab rocks,Positive,Food Quality,Service
Khushi Khandelwal,0 reviews,0 Followers,5.0,Great service provided by staff and manager AB,great service provided staff manager ab,Positive,Service,Service
Mihika,0 reviews,0 Followers,5.0,"Love this place, the staff, AB, Akash are always welcoming",love akash always welcoming,Positive,General,Food
Teena Shah,0 reviews,17 Followers,5.0,"One of the best coffee place in juhu area, staff is very friendly and polite with smiley face always , make the best classic frappe. Must try .",one best coffee place juhu staff friendly polite smiley face always make best classic must try,Positive,"Service, Food Quality, Location",Service
Aditi,0 reviews,0 Followers,5.0,"Nice place to enjoy a cup of coffee, their signature filter coffee and baked pav bhaji is worth to try. Sabeena was great at hosting us and certainly has a most beautiful smile ☺️",nice place enjoy cup signature filter coffee baked pav bhaji worth sabeena great hosting us certainly beautiful smile,Positive,"Food Quality, Location",Location
Roopcee,0 reviews,8 Followers,5.0,,nan,Neutral,General,Food
Sidharth Batra,0 reviews,0 Followers,5.0,"I had a wonderful experience I was amazed by the Berliners and
staff here is very very sweet big shout out to Sabina and Priti they are the best",wonderful experience amazed berliners staff sweet big shout sabina priti best,Positive,Service,Food
Pallavi Singh,0 reviews,1 Followers,5.0,"amazing staff, lovely environment and what a pleasent way to start our day with delicious hot chocolate made by Jabbar, Priti and sabina...it is a must try..",amazing lovely environment pleasent way start day delicious hot chocolate made priti must,Positive,Food Quality,Location
Sarah Qureshi,0 reviews,0 Followers,5.0,The food and vibe was amazing. Sabina was a great host and I loved the coffeee and desserts😍,food vibe sabina great host loved coffeee,Positive,Food Quality,Service
Deepali Prakash Chhatwani,0 reviews,56 Followers,5.0,"I love the place and food a lot! Above all, love the staff and team behind it for the treatment of each of their customers. Sakina does a good job and is an asset for the space! Do fab, you guys and keep up the good work!",love place food love staff team behind treatment sakina good job asset guys keep good,Positive,"Service, Food Quality, Location",Service
Shubham Goyal,0 reviews,0 Followers,5.0,Asif sheikh service is pretty good and i love this place,asif sheikh service pretty good love place,Positive,"Service, Location",Service
Krtin Gupta,0 reviews,2 Followers,5.0,I like this place Ettarra special the service ambiance people are very good specially AB,like place ettarra special service ambiance people good specially ab,Positive,"Service, Location",Service
Komarashetty.nihal,0 reviews,0 Followers,5.0,"I was impressed with both the quality of the coffee and the exceptional service provided by the staff(Preeti and Sabina). The coffee had a rich and satisfying flavor, and the staff members were friendly, attentive, and efficient. It created a delightful experience, and I would highly recommend it to fellow coffee enthusiasts.",impressed quality coffee exceptional service provided coffee rich satisfying staff members created delightful would highly recommend fellow coffee,Positive,"Service, Food Quality",Service
Praful Mhatre,0 reviews,0 Followers,5.0,Great hospitality by Sabina & Preeti. Nice coffee.,great hospitality sabina nice,Positive,General,Location
Preeti Talesara,0 reviews,4 Followers,5.0,Will become your go to coffee place! Amazing service and a great menu,become go coffee amazing service great menu,Positive,"Service, Food Quality",Service
Pratyush Agrawal,0 reviews,0 Followers,5.0,very amazing service by asif sheikh loved the feeling and coffee. asif went out of the way and made the experience the best ever.,amazing service asif sheikh loved feeling asif went way made experience best,Positive,Service,Service
VEDIT BELADIA,0 reviews,0 Followers,5.0,"One of the best coffee house in Mumbai, they focus a lot on coffee and their bit size food is amazing, hat’s off to the chef. Even the staff is really friendly.",one best coffee house focus lot coffee bit size food even staff really,Positive,"Service, Food Quality",Service
Josephine Daniel,0 reviews,1 Followers,5.0,The entire coffee had spilled,entire coffee spilled,Neutral,Food Quality,Service
Pratham Waghela,0 reviews,1 Followers,5.0,"Really good portion and very tasty. Khushi was serving us and she did a very good job, very kind and attentive.",really good portion khushi serving us good kind,Positive,General,Service
Lavanya Nichani,0 reviews,6 Followers,5.0,"This place is a must visit. Amazing staff, delicious coffee and a great ambience!
Sabina, Aftab and Dhruv made our coffee and served us, they had such a positive vibe and were extremely kind!",place must amazing delicious coffee great aftab dhruv made coffee served positive vibe extremely,Positive,"Food Quality, Location",Location
Riya Khera,0 reviews,0 Followers,4.0,"Had a really great time , amazing coffee by Sabina , Aftab and Dhruv",really great time amazing coffee sabina aftab dhruv,Positive,Food Quality,Location
Arman Gupta,0 reviews,1 Followers,4.0,Loved the place and the subtle vibes that it provides. Had come here completely confused on which coffee should I try and was assisted by Khushi who works here to try their signature hot coffee and it was totally worth the price.,loved place subtle vibes come completely confused coffee try assisted khushi works try signature hot coffee totally worth,Positive,"Food Quality, Location",Service
Sara M,0 reviews,0 Followers,4.0,"The coffee and service were fantastic, as were Berliners suggested by our friendly and helpful server, Sabina. We will definitely be returning. :)",coffee service berliners suggested friendly helpful definitely,Positive,"Service, Food Quality",Service
Saumyaa Jaju,0 reviews,0 Followers,4.0,The packaging for chips said Salted but the chips inside were Spicy.,packaging chips said salted chips inside,Neutral,General,Food
Devansh Kothari,0 reviews,12 Followers,4.0,Very good filter coffee joint,good filter coffee joint,Positive,Food Quality,Food
Zoya Kazi,0 reviews,4 Followers,5.0,"The service was really good. Thanks to Sabina, Lakhi and Dhruv for recommending good coffee and snacks.",service really thanks lakhi dhruv recommending good coffee,Positive,"Service, Food Quality",Service
Rani Gourkhede,0 reviews,0 Followers,5.0,miss Sabina was so lively in hospitality and we particularly like the taster they provided before bringing a full drink.,miss sabina lively hospitality particularly like taster provided bringing full,Positive,General,Location
Ajit,0 reviews,2 Followers,5.0,"The experience was really great and Specially Sabina(great Tamil speaker), Jabbar, the service and the way they explained the taste of different coffee was great. Special thanks to Asif and Lucky.",experience really great specially tamil service way explained taste different coffee special thanks asif,Positive,"Service, Food Quality",Service
Chandni Dudeja,0 reviews,123 Followers,5.0,"Lovely lil cafe in Juhu, warm hospitality and good coffee",lovely lil cafe warm hospitality good coffee,Positive,Food Quality,Location
Pranali Oswal,0 reviews,0 Followers,5.0,"Loved the experience
The staff was extremely sweet, was served by sabina.
Looking forward to many more visits!",loved experience staff extremely served looking forward many,Positive,Service,Food
Kc,0 reviews,2 Followers,5.0,,nan,Neutral,General,Food
Uzmaa,0 reviews,61 Followers,5.0,,nan,Neutral,General,Food
Amrita,0 reviews,0 Followers,5.0,Delivered wrong order,delivered wrong order,Negative,General,Food
Sachi Shah,0 reviews,4 Followers,5.0,I didn’t receive exactly what I ordered,receive exactly ordered,Positive,General,Food
Jugal Parikh,0 reviews,0 Followers,5.0,Asif shaikh is on point and makes amazing coffee worth a visit,asif shaikh point makes amazing coffee worth visit,Positive,Food Quality,Service
Diya Patel,0 reviews,0 Followers,5.0,"Asif Shaikh makes a MEAN coffee! If you wanna try something new, try a Vietnamese frappe with a hint of salt. It changes the GAME!",asif shaikh makes mean wanna try something try vietnamese frappe hint changes,Negative,General,Service
